locus_tag,product,cai,start,end,strand
FN1452,Cell division protein ftsA,0.6601702508421589,2132822,2134166,-1
FN1453,Hypothetical protein,0.6543432408024319,2134162,2134738,-1
FN1460,Hypothetical cytosolic protein,0.25568254878696195,2141568,2141742,1
FN1461,Histidinol-phosphatase,0.6557442711980757,2141692,2143534,-1
FN1462,"Transcriptional regulator, GntR family",0.6111496674084659,2143625,2145035,-1
FN1465,Permease,0.6508891743252997,2148125,2149001,1
FN1466,unknown,0.5676473257405992,2149001,2149286,1
FN1468,Flavoredoxin,0.647929680776033,2149881,2150475,-1
FN1469,Na+ driven multidrug efflux pump,0.6163385230248817,2150476,2151799,-1
FN1480,MG2+ transporter MGTE,0.6663152141782718,2161403,2162753,-1
FN1487,Chorismate mutase,0.6249329187939785,2169648,2170110,-1
FN1489,Methionyl-tRNA formyltransferase,0.6492324381815645,2170969,2171923,-1
FN1490,putative regulatory protein,0.5824317781769066,2171923,2172373,-1
FN1492,DNA repair protein recO,0.6632240113528863,2172858,2173560,-1
FN1494,Rod shape-determining protein mreC,0.5998268286871679,2174152,2174476,-1
